,font_1,font_2,font_3,font_4,font_5,p_1,p_2,p_3,p_4,p_5
800,795.0,796.0,789.0,1748.0,1744.0,0.0,0.0,0.0,0.002686218125745654,0.9973137974739075
801,712.0,1974.0,1820.0,363.0,2032.0,4.496080765925455e-19,2.7869890321922517e-18,1.7552067840493352e-17,5.3453923953838967e-08,0.9999999403953552
802,1974.0,686.0,1135.0,1744.0,1168.0,5.2266222220435227e-14,1.1637523410212847e-11,9.521308129478712e-06,0.08113138377666473,0.9188591241836548
803,2153.0,841.0,1488.0,1047.0,2164.0,9.4668268589463e-25,6.598790548826279e-23,5.877849305367348e-22,1.3240278793681933e-21,1.0
804,1428.0,2170.0,1742.0,245.0,1744.0,4.517167994847357e-22,4.311893724018301e-13,1.888843898997794e-12,1.0288847551720437e-10,1.0
805,788.0,813.0,1748.0,1990.0,1744.0,0.0,0.0,3.54854710776287e-27,1.8209477242381506e-16,1.0
806,794.0,795.0,796.0,798.0,400.0,0.0,0.0,0.0,0.0,1.0
807,2382.0,884.0,2185.0,566.0,890.0,0.0,3.1645177939905734e-37,2.7880539445128525e-17,0.10399861633777618,0.896001398563385
808,2185.0,879.0,3.0,884.0,2015.0,1.2180307096549288e-37,6.981057763498316e-35,3.087130577777112e-32,6.994191742112314e-22,1.0
809,767.0,1361.0,1168.0,2185.0,2134.0,2.1257996799348377e-27,6.532534353124657e-26,2.4876064286422892e-20,1.0447261900026206e-07,0.9999998807907104
810,786.0,785.0,2130.0,2131.0,837.0,0.0,0.0,1.1210387714598537e-44,9.27069927461412e-25,1.0
811,1914.0,552.0,1744.0,1636.0,1742.0,9.335818745900825e-33,4.80075112789948e-28,5.321596031260866e-20,0.2112845480442047,0.7887154221534729
812,217.0,890.0,2181.0,1168.0,884.0,1.7207416011608625e-37,5.541195656543953e-25,9.804570185003903e-22,3.926636034552733e-14,1.0
813,1887.0,843.0,1820.0,1758.0,884.0,1.401298464324817e-45,6.621509670884428e-38,8.77839287734058e-25,1.7635102287629692e-23,1.0
814,797.0,791.0,837.0,843.0,1744.0,0.0,0.0,4.624284932271896e-44,1.395119159086633e-10,1.0
815,795.0,796.0,798.0,2382.0,2185.0,0.0,0.0,0.0,0.0,1.0
816,1636.0,2170.0,1921.0,1742.0,1744.0,1.2344555164376118e-27,2.253377231459294e-25,6.897676631357053e-19,2.3492215270125684e-15,1.0
817,1910.0,1055.0,1636.0,1617.0,355.0,4.2537748442160667e-16,8.010066134683802e-13,1.160733054811347e-11,9.99957819658448e-07,0.9999989867210388
818,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
819,796.0,797.0,790.0,884.0,1879.0,0.0,0.0,0.0,1.009632963085105e-29,1.0
820,2115.0,2134.0,2117.0,1875.0,1990.0,3.6579845437351106e-39,9.10451996973527e-37,1.536376993996484e-32,2.210109943364194e-13,1.0
821,796.0,790.0,2382.0,2185.0,890.0,0.0,0.0,0.0,1.7807547463685922e-31,1.0
822,339.0,1904.0,879.0,1678.0,260.0,1.163026799993873e-26,3.836453987498139e-20,5.509722364208654e-19,4.608951566752173e-14,1.0
823,798.0,792.0,2066.0,341.0,221.0,0.0,0.0,2.8446358825793787e-43,9.507157635878894e-37,1.0
824,996.0,843.0,1693.0,2200.0,2229.0,5.2251603044339845e-09,5.349397813603218e-09,0.00013391677930485457,0.0006159457843750715,0.9992501139640808
825,215.0,1744.0,1628.0,1974.0,884.0,7.676195530304666e-30,1.2214975197247687e-29,9.595712679274538e-26,2.1040856206905797e-23,1.0
826,2170.0,2122.0,1742.0,2134.0,2117.0,2.0364319234943004e-33,2.1534994817120776e-29,6.037795792331953e-29,5.335389419436481e-23,1.0
827,2215.0,2185.0,554.0,901.0,884.0,5.042030051467905e-31,2.2328114951315503e-21,3.4052344277668567e-10,3.2650700632075313e-07,0.9999997019767761
828,794.0,1748.0,1752.0,884.0,1159.0,0.0,9.858169976522475e-28,2.437092744264002e-27,5.228970902104724e-12,1.0
829,196.0,887.0,217.0,554.0,837.0,1.526365966887367e-30,8.675885456347284e-26,1.5394667962284614e-12,1.8880370357410303e-12,1.0
830,795.0,796.0,798.0,2382.0,2185.0,0.0,0.0,0.0,0.0,1.0
831,797.0,790.0,2382.0,884.0,890.0,0.0,0.0,0.0,0.14080816507339478,0.8591918349266052
832,194.0,2170.0,2360.0,1744.0,1990.0,1.4538375711636853e-11,3.97861822420964e-06,1.8308450307813473e-05,0.4846589267253876,0.5153188109397888
833,1990.0,215.0,841.0,1742.0,1744.0,2.4832400579727976e-24,8.504331523259691e-22,3.055388830830452e-08,0.00012387745664454997,0.999876081943512
834,901.0,894.0,1744.0,2060.0,382.0,1.5773399645101414e-34,2.0148243706065884e-28,5.711205260055519e-18,4.366244965581245e-08,0.9999999403953552
835,797.0,798.0,791.0,217.0,837.0,0.0,0.0,0.0,1.2537847271384654e-28,1.0
836,797.0,790.0,2382.0,887.0,890.0,0.0,0.0,0.0,2.8740729656453064e-20,1.0
837,797.0,790.0,2382.0,884.0,747.0,0.0,0.0,0.0,4.564872734506712e-15,1.0
838,797.0,791.0,783.0,1748.0,566.0,0.0,0.0,0.0,4.522741778451673e-35,1.0
839,798.0,792.0,2382.0,215.0,221.0,0.0,0.0,0.0,6.373105415749268e-41,1.0
840,783.0,1752.0,837.0,278.0,2362.0,0.0,1.4437331985355085e-32,3.289221648855084e-30,1.5622686477811953e-10,1.0
841,795.0,796.0,797.0,799.0,260.0,0.0,0.0,0.0,0.0,1.0
842,796.0,797.0,901.0,168.0,2185.0,0.0,0.0,7.670886016278569e-33,2.2400607860626203e-23,1.0
843,791.0,2382.0,2181.0,1055.0,884.0,0.0,0.0,8.646961421552713e-29,2.1810583348269574e-05,0.9999781847000122
844,841.0,221.0,843.0,1047.0,215.0,1.9960144328689472e-34,4.696058057605076e-28,6.381424040795288e-27,5.300698302599521e-16,1.0
845,784.0,2186.0,890.0,1744.0,837.0,0.0,2.2680930412734676e-37,9.295621981890487e-34,2.818462502956646e-27,1.0
846,796.0,790.0,2185.0,837.0,890.0,0.0,0.0,5.568691041238501e-36,3.01539336570561e-28,1.0
847,796.0,790.0,1744.0,215.0,1898.0,0.0,0.0,4.372963869578741e-30,1.020877102197566e-19,1.0
848,1990.0,2185.0,2189.0,2186.0,1744.0,2.7335085109181264e-35,3.659894121055679e-18,0.0027759303338825703,0.00820035021752119,0.989023745059967
849,783.0,1636.0,1912.0,1914.0,843.0,0.0,2.6258830491394705e-35,1.0571754946902139e-27,2.909412484151594e-15,1.0
850,1752.0,841.0,1744.0,2164.0,2004.0,3.1684748634811997e-25,1.762960386401143e-21,7.101103983586654e-05,0.05048774555325508,0.9494412541389465
851,796.0,790.0,2117.0,2120.0,172.0,0.0,0.0,5.265755424519956e-37,1.7910273441675765e-17,1.0
852,1824.0,2157.0,2159.0,1617.0,2004.0,1.8740028671522716e-26,6.752663523536252e-26,1.0121634006791734e-20,1.5875476498316452e-19,1.0
853,797.0,790.0,2382.0,884.0,217.0,0.0,0.0,0.0,2.844748827235603e-38,1.0
854,2117.0,1742.0,355.0,1047.0,1758.0,9.82792928784644e-31,5.319382395211088e-28,3.72311139926907e-23,3.969771017985069e-14,1.0
855,2164.0,215.0,2004.0,1752.0,1744.0,4.748350024060053e-36,3.5863627147586934e-21,6.087182979896966e-10,1.3368777729283465e-07,0.9999998807907104
856,796.0,797.0,790.0,2382.0,890.0,0.0,0.0,0.0,0.0,1.0
857,789.0,2186.0,2185.0,2189.0,566.0,0.0,2.0477454718871417e-38,1.5687844916278912e-32,9.192191105473146e-28,1.0
858,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
859,340.0,217.0,1168.0,1114.0,827.0,1.961817850054744e-44,2.2893301342846556e-36,3.0731800961802946e-06,0.057183001190423965,0.9428139328956604
860,843.0,1396.0,168.0,884.0,382.0,4.0525915925874434e-38,2.145206405464093e-25,7.778180205463296e-16,1.0724055446290938e-15,1.0
861,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
862,1047.0,843.0,221.0,2117.0,215.0,2.096305860496548e-31,3.9360650160024053e-31,8.149015243696931e-29,0.26718103885650635,0.7328189611434937
863,2117.0,71.0,57.0,2293.0,1898.0,1.4582197347410078e-15,6.57726097978012e-13,9.944940704276206e-11,1.0445065257158603e-08,1.0
864,2189.0,1921.0,2186.0,1744.0,1914.0,1.2934687271123385e-31,3.8957793669867305e-30,2.2374282981907356e-10,0.12943710386753082,0.8705629110336304
865,2382.0,1894.0,842.0,841.0,1462.0,0.0,1.2849802473061806e-31,6.865936399880607e-27,1.1712593130415307e-18,1.0
866,797.0,790.0,2382.0,217.0,884.0,0.0,0.0,0.0,1.996356639027974e-12,1.0
867,790.0,2382.0,890.0,837.0,884.0,0.0,0.0,5.74532370373175e-44,5.434982840299071e-14,1.0
868,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
869,1617.0,1742.0,1047.0,842.0,841.0,2.0360200849913378e-18,3.9377279587902966e-18,5.451225408570348e-12,1.1766738972074364e-10,1.0
870,796.0,797.0,790.0,884.0,1879.0,0.0,0.0,0.0,1.8012358271590756e-10,1.0
871,797.0,791.0,2382.0,554.0,1744.0,0.0,0.0,0.0,6.830217046291178e-37,1.0
872,2382.0,890.0,2185.0,843.0,884.0,0.0,2.0500996533072074e-42,1.6917336019105673e-36,1.069733190917077e-08,1.0
873,795.0,796.0,790.0,2382.0,996.0,0.0,0.0,0.0,0.0,1.0
874,1087.0,2185.0,1055.0,2181.0,566.0,1.2823164595577822e-31,7.042452193366773e-25,4.344677073484142e-24,1.9669531281518715e-10,1.0
875,796.0,790.0,2382.0,2117.0,2181.0,0.0,0.0,0.0,1.5735480891409431e-26,1.0
876,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
877,795.0,796.0,798.0,2382.0,1362.0,0.0,0.0,0.0,0.0,1.0
878,795.0,796.0,790.0,2382.0,712.0,0.0,0.0,0.0,0.0,1.0
879,1744.0,566.0,2186.0,1990.0,686.0,3.4224472913590737e-40,1.2573514808755146e-38,9.047037105849427e-32,3.5279143937545773e-17,1.0
880,796.0,797.0,790.0,887.0,837.0,0.0,0.0,0.0,4.2011977230416164e-11,1.0
881,1914.0,1921.0,2186.0,2189.0,1744.0,3.289060105000907e-14,1.2466186416482117e-10,7.775316771585494e-05,0.45109495520591736,0.5488272905349731
882,23.0,1406.0,1896.0,884.0,890.0,8.956959654117798e-41,2.4652616526546186e-15,1.0778772927650618e-14,3.000478727699374e-06,0.9999970197677612
883,797.0,790.0,2382.0,884.0,890.0,0.0,0.0,0.0,5.7039317713503124e-11,1.0
884,2362.0,1990.0,566.0,1744.0,1750.0,1.575450941166624e-20,3.388651492741701e-08,0.00043430953519418836,0.013378039002418518,0.9861876368522644
885,196.0,1744.0,837.0,843.0,2060.0,1.3325701653243982e-11,9.331210248930688e-10,1.227381289936602e-07,4.765566700370982e-06,0.9999951124191284
886,843.0,2185.0,837.0,2189.0,2186.0,3.333043748013295e-34,1.1231888195041297e-32,6.6775307831321905e-19,0.027770889922976494,0.9722291231155396
887,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
888,168.0,2185.0,1744.0,901.0,1752.0,9.747288913786178e-07,9.04091211850755e-06,3.6632289265980944e-05,0.04642735794186592,0.953525960445404
889,795.0,796.0,797.0,2382.0,837.0,0.0,0.0,0.0,0.0,1.0
890,795.0,796.0,798.0,2382.0,721.0,0.0,0.0,0.0,0.0,1.0
891,1891.0,2164.0,386.0,1059.0,841.0,1.6705532855967809e-19,3.602793688274779e-19,3.6393109391959916e-14,3.169574880335091e-10,1.0
892,2170.0,2164.0,215.0,1752.0,1744.0,8.501099456099969e-27,2.72364601048458e-24,6.658598117326164e-10,0.002924432512372732,0.9970755577087402
893,2382.0,884.0,1990.0,2117.0,2134.0,0.0,7.2012447821959484e-40,3.6511210399087862e-34,1.8537533315681931e-26,1.0
894,792.0,2382.0,1116.0,1345.0,554.0,0.0,0.0,3.0828566215145976e-44,3.557001135783865e-36,1.0
895,116.0,996.0,566.0,1863.0,1799.0,1.6312118063083948e-29,2.141020512285764e-25,1.361358847374267e-22,6.279427055681471e-18,1.0
896,2181.0,2134.0,721.0,2185.0,884.0,9.639013655658616e-40,5.748773489795629e-35,1.546036629936316e-17,1.9675665176993595e-12,1.0
897,814.0,2189.0,1748.0,1990.0,1744.0,0.0,1.543635053158142e-36,1.1198620054550263e-14,1.6594994963706894e-14,1.0
898,2382.0,552.0,884.0,2181.0,2185.0,0.0,1.4770489985359064e-28,0.0001422782224835828,0.0005279183969832957,0.9993298053741455
899,1748.0,2030.0,1894.0,108.0,1752.0,1.5236452996305616e-35,2.8407624670012813e-20,4.6142043701061656e-17,6.47854321300656e-08,0.9999999403953552
900,797.0,798.0,791.0,2382.0,2015.0,0.0,0.0,0.0,0.0,1.0
901,890.0,1852.0,837.0,843.0,1744.0,3.711338982764278e-41,3.469301947591317e-38,1.5757626081195912e-21,9.996713743021246e-06,0.9999899864196777
902,2382.0,721.0,2185.0,2181.0,884.0,0.0,6.165713243029195e-44,4.3970803234351544e-32,4.349628808852997e-27,1.0
903,792.0,2382.0,1744.0,221.0,612.0,0.0,0.0,1.8216880036222622e-44,2.3040289480275075e-38,1.0
904,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
905,795.0,796.0,797.0,799.0,260.0,0.0,0.0,0.0,0.0,1.0
906,796.0,797.0,791.0,2382.0,1744.0,0.0,0.0,0.0,0.0,1.0
907,794.0,2382.0,2185.0,1912.0,837.0,0.0,0.0,7.449964213364619e-30,8.997724762593862e-06,0.9999909996986389
908,2165.0,842.0,1910.0,2164.0,841.0,1.2183209420320105e-26,1.0116209267515184e-24,5.866220233446942e-23,1.3843365513803675e-17,1.0
909,832.0,245.0,1744.0,363.0,1055.0,0.0020376478787511587,0.011762411333620548,0.0629037469625473,0.24029722809791565,0.6829989552497864
910,795.0,796.0,797.0,2185.0,168.0,0.0,0.0,0.0,3.0828566215145976e-44,1.0
911,2382.0,884.0,1912.0,890.0,837.0,0.0,2.1860256043467146e-43,2.785472781155892e-38,6.617659450395602e-19,1.0
912,791.0,1875.0,245.0,1748.0,1744.0,0.0,8.158748883960536e-37,1.074952555754931e-31,7.048476504678547e-07,0.9999992847442627
913,602.0,1742.0,2185.0,1898.0,2181.0,1.3905526350771115e-36,4.247481328751344e-32,7.653198587444612e-19,4.254916348145343e-06,0.999995768070221
914,2382.0,612.0,901.0,1887.0,1881.0,0.0,4.981616040674725e-42,1.6185164017468892e-38,1.1650795177583591e-24,1.0
915,795.0,796.0,798.0,2382.0,2185.0,0.0,0.0,0.0,0.0,1.0
916,624.0,245.0,263.0,189.0,108.0,4.76024283291639e-38,2.3265229783893283e-24,1.6823595310821737e-18,4.087919023731956e-06,0.9999958872795105
917,2032.0,843.0,1742.0,1914.0,841.0,3.549750091754383e-28,4.170959410304436e-23,9.731568618181516e-23,1.1885427349529433e-18,1.0
918,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
919,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
920,782.0,566.0,278.0,1894.0,1898.0,0.0,8.828180325246348e-44,3.5615869802966635e-38,4.3693151566262535e-36,1.0
921,1367.0,221.0,2032.0,215.0,841.0,3.792723482871458e-37,4.5384344558435953e-35,2.0953388887456702e-23,1.3480764209816698e-05,0.9999865293502808
922,2185.0,827.0,837.0,1059.0,217.0,3.80904591948779e-39,4.501595646526401e-39,3.5886443720846185e-38,7.884818051707586e-27,1.0
923,795.0,796.0,797.0,2382.0,837.0,0.0,0.0,0.0,0.0,1.0
924,894.0,215.0,552.0,551.0,221.0,2.2236848253079277e-19,2.2918151428705516e-18,2.2654529794665478e-17,3.1724781135444857e-10,1.0
925,909.0,884.0,891.0,1752.0,890.0,8.407790785948902e-44,3.929521153659652e-41,3.557725855601796e-33,2.858990910681314e-07,0.9999997019767761
926,784.0,2185.0,1744.0,890.0,837.0,0.0,5.596288389643332e-29,1.1072341603808625e-20,6.735296210536035e-06,0.9999932646751404
927,2117.0,1990.0,2115.0,2134.0,1744.0,7.873762678866697e-18,1.3791920669967165e-17,1.3670680628914255e-14,1.327409915319322e-08,1.0
928,790.0,2115.0,890.0,884.0,2185.0,0.0,8.407790785948902e-45,6.445972935894159e-44,6.583899777917476e-32,1.0
929,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
930,2382.0,890.0,887.0,884.0,837.0,0.0,2.0228413941721785e-13,0.00233574490994215,0.17757366597652435,0.8200905919075012
931,794.0,795.0,797.0,2185.0,1884.0,0.0,0.0,0.0,1.9075973783584783e-28,1.0
932,196.0,1744.0,2038.0,843.0,2200.0,2.0105922558953735e-22,1.779644191225747e-20,1.8848128092940897e-05,0.009525759145617485,0.9904553890228271
933,798.0,799.0,1954.0,837.0,681.0,0.0,0.0,1.071158699933461e-11,0.10747260600328445,0.8925274014472961
934,834.0,2005.0,2200.0,2004.0,1617.0,4.337405255052202e-25,1.7051311770063762e-22,1.7490634790760264e-18,1.556641416261491e-17,1.0
935,796.0,790.0,2382.0,1744.0,1752.0,0.0,0.0,0.0,2.9483589440092903e-31,1.0
936,1974.0,723.0,1617.0,1636.0,1820.0,6.147596320893456e-11,1.4108014312341766e-08,1.4299132544692839e-07,4.507210906012915e-05,0.9999547600746155
937,795.0,796.0,789.0,1744.0,1748.0,0.0,0.0,0.0,1.2354945437788803e-23,1.0
938,797.0,791.0,2382.0,1879.0,339.0,0.0,0.0,0.0,8.786141371316603e-43,1.0
939,795.0,796.0,837.0,2185.0,1744.0,0.0,0.0,1.2511009630202612e-26,8.783519904790281e-17,1.0
940,686.0,2134.0,837.0,827.0,2363.0,1.5098985255206733e-19,1.9794551999582772e-18,1.373873237753287e-05,2.630329254316166e-05,0.9999599456787109
941,789.0,2360.0,2185.0,1669.0,2362.0,0.0,1.8654225286938397e-40,1.692422975692436e-30,3.0566714031010633e-06,0.9999969601631165
942,834.0,1744.0,2157.0,1824.0,1742.0,9.864464640023552e-18,3.682358609413333e-17,2.3463400818622693e-13,2.8217558498133677e-11,1.0
943,790.0,884.0,1879.0,339.0,1887.0,0.0,4.195865371806737e-33,6.555613856455254e-22,6.55641407695751e-22,1.0
944,1904.0,1609.0,245.0,834.0,841.0,3.010923776969321e-08,1.3693904293177184e-05,0.018218405544757843,0.20795214176177979,0.7738157510757446
945,837.0,1758.0,1669.0,843.0,1744.0,1.3035256777838693e-36,2.2520767065357596e-35,9.304082369287353e-23,4.6073248743876846e-18,1.0
946,795.0,796.0,797.0,2382.0,1031.0,0.0,0.0,0.0,0.0,1.0
947,2382.0,686.0,2362.0,2186.0,837.0,0.0,6.8943884444781e-43,6.708928812381478e-36,9.265225784480696e-31,1.0
948,1047.0,2189.0,1055.0,1744.0,2185.0,1.6635313783729539e-28,3.5028080434392223e-26,1.947545861261386e-20,1.3428376689956795e-14,1.0
949,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
950,796.0,790.0,837.0,890.0,2185.0,0.0,0.0,4.142154346326988e-28,0.0025790189392864704,0.9974209666252136
951,1410.0,554.0,843.0,1773.0,217.0,6.256293175763151e-37,8.305013914096252e-30,3.629131456054567e-16,4.672936516902926e-12,1.0
952,796.0,797.0,790.0,2382.0,217.0,0.0,0.0,0.0,0.0,1.0
953,997.0,996.0,2130.0,887.0,2131.0,4.330012254763685e-43,7.3627221215378315e-37,8.704764544751777e-25,1.7030623419507797e-24,1.0
954,796.0,790.0,2382.0,339.0,884.0,0.0,0.0,0.0,1.5414283107572988e-44,1.0
955,2200.0,1639.0,1636.0,843.0,215.0,4.067786728195662e-30,3.867664869102957e-20,1.0243384238701678e-13,1.3466784366755746e-05,0.9999865293502808
956,798.0,792.0,2382.0,221.0,215.0,0.0,0.0,0.0,4.806481682930949e-15,1.0
957,796.0,797.0,2185.0,837.0,843.0,0.0,0.0,1.0291199575479731e-33,7.140421066920144e-13,1.0
958,194.0,843.0,1744.0,1444.0,1488.0,2.280465862974806e-21,3.7281165838915636e-14,2.1902805957818572e-10,6.919744919287041e-07,0.9999992847442627
959,796.0,797.0,791.0,2382.0,1744.0,0.0,0.0,0.0,0.0,1.0
960,796.0,797.0,790.0,837.0,887.0,0.0,0.0,0.0,5.3385412862282303e-17,1.0
961,221.0,2004.0,1752.0,339.0,215.0,2.0067228517076027e-37,2.4324859198370278e-27,1.1121493742094035e-19,5.187012278029535e-12,1.0
962,795.0,796.0,798.0,2382.0,1884.0,0.0,0.0,0.0,0.0,1.0
963,796.0,797.0,790.0,2382.0,217.0,0.0,0.0,0.0,0.0,1.0
964,797.0,791.0,2382.0,1750.0,746.0,0.0,0.0,0.0,7.847271400218976e-44,1.0
965,795.0,789.0,2189.0,2186.0,1744.0,0.0,0.0,6.669409976030751e-40,5.464542217763623e-30,1.0
966,791.0,2382.0,1954.0,1773.0,217.0,0.0,0.0,2.802596928649634e-45,3.8327122725556606e-11,1.0
967,796.0,797.0,790.0,1059.0,217.0,0.0,0.0,0.0,2.2322684536694336e-42,1.0
968,785.0,837.0,1750.0,566.0,686.0,0.0,9.79910640001387e-38,4.7590854500679596e-36,5.739307546029144e-35,1.0
969,797.0,790.0,2382.0,890.0,887.0,0.0,0.0,0.0,9.80908925027372e-45,1.0
970,1617.0,215.0,2004.0,1636.0,1744.0,7.207231924439666e-25,3.219503656726186e-12,1.0266177241646801e-08,2.0806573957088403e-06,0.9999979138374329
971,2189.0,554.0,2185.0,2186.0,837.0,2.7192196700223075e-41,2.814432205658524e-28,5.209006125791406e-18,2.25227887089711e-16,1.0
972,1744.0,1617.0,1612.0,841.0,1609.0,6.425383142216745e-11,6.1925732097734e-08,4.881848099103081e-07,0.003756036050617695,0.996243417263031
973,796.0,797.0,790.0,2382.0,1752.0,0.0,0.0,0.0,0.0,1.0
974,795.0,796.0,797.0,2382.0,837.0,0.0,0.0,0.0,0.0,1.0
975,1396.0,2362.0,2185.0,837.0,1744.0,1.401298464324817e-45,6.58610278232664e-44,1.0638346704917813e-34,5.019242294893373e-27,1.0
976,1636.0,610.0,1744.0,197.0,843.0,2.9633258625076907e-40,8.072346981876414e-29,7.465195665052518e-27,2.97104202003448e-23,1.0
977,843.0,687.0,2153.0,1921.0,1744.0,2.9863307708832997e-34,5.843268562375957e-28,5.898533238302243e-23,1.4602189019031174e-14,1.0
978,841.0,1921.0,1744.0,1047.0,1914.0,2.6304530775789203e-10,2.1587978071835323e-09,2.5005505449371412e-05,0.19402866065502167,0.8059463500976562
979,843.0,837.0,1744.0,1750.0,2362.0,1.0743773231744974e-26,6.048741189898462e-23,3.58833600853925e-12,1.4130682179924747e-09,1.0
980,2189.0,837.0,554.0,2363.0,2185.0,3.4083782547772526e-41,1.0895342926129142e-23,4.600132938011558e-22,0.21952569484710693,0.7804743051528931
981,791.0,2382.0,901.0,681.0,1714.0,0.0,0.0,2.9656632283461845e-38,2.799510726868957e-17,1.0
982,1894.0,2181.0,2134.0,1921.0,2185.0,1.2335018614107693e-24,8.72113483479563e-21,2.751215952241171e-15,0.005658368580043316,0.9943416118621826
983,1914.0,1636.0,2117.0,1617.0,1742.0,6.997746563791983e-28,3.7592388362609785e-27,1.1110784783649526e-23,5.4638793361143694e-21,1.0
984,1047.0,884.0,721.0,2185.0,2181.0,5.349758339434629e-06,0.00014660182932857424,0.00036282086512073874,0.0021376637741923332,0.9973475337028503
985,2117.0,1844.0,2186.0,1875.0,215.0,8.089722829108973e-24,4.784656275876019e-23,3.613927539319743e-20,1.1134627932995062e-16,1.0
986,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
987,363.0,1935.0,278.0,827.0,2362.0,1.659243880443872e-39,3.7522728166731174e-36,3.919789770545634e-10,0.01702691614627838,0.9829730987548828
988,796.0,790.0,2382.0,2360.0,2362.0,0.0,0.0,0.0,3.3316327682404153e-19,1.0
989,2185.0,884.0,712.0,2183.0,1744.0,7.987401246651457e-44,3.3434981358790135e-42,5.1595809456439765e-42,3.825045025922292e-33,1.0
990,790.0,2382.0,2374.0,884.0,890.0,0.0,0.0,7.006492321624085e-45,1.2611686178923354e-44,1.0
991,797.0,790.0,2382.0,890.0,884.0,0.0,0.0,0.0,7.250540847875065e-36,1.0
992,796.0,790.0,197.0,1824.0,1744.0,0.0,0.0,1.401298464324817e-45,1.703731096165496e-32,1.0
993,796.0,797.0,790.0,837.0,887.0,0.0,0.0,0.0,2.8950047581212637e-18,1.0
994,566.0,2164.0,1047.0,1875.0,1742.0,1.1914873934511006e-28,8.80151987552109e-27,1.3973338490598966e-19,8.984987187603084e-18,1.0
995,1914.0,1617.0,833.0,2164.0,841.0,4.49809178410313e-25,3.043066409076352e-22,2.5979180848343216e-18,1.0839661390704691e-09,1.0
996,796.0,797.0,790.0,2382.0,884.0,0.0,0.0,0.0,0.0,1.0
997,884.0,879.0,1744.0,2115.0,837.0,1.4869113970842148e-24,6.711875926157518e-07,2.8463080525398254e-05,0.006706466898322105,0.993264377117157
998,837.0,887.0,884.0,890.0,681.0,3.545285114741787e-43,4.424540165343951e-32,7.447194537122714e-26,4.301230940937773e-21,1.0
999,2039.0,2183.0,2060.0,168.0,1744.0,2.802596928649634e-45,3.579098446685945e-40,2.2973338548300935e-22,4.911061478196643e-05,0.9999508857727051
1000,610.0,2186.0,2115.0,2185.0,1744.0,4.931755102972782e-16,3.868460727533135e-13,3.596401043637343e-08,1.5248066631556867e-07,0.9999998211860657
1001,215.0,1748.0,829.0,843.0,1744.0,2.382207389352189e-44,1.1089021254603364e-39,1.916283407552486e-36,7.924333093534065e-16,1.0
1002,797.0,791.0,2382.0,1799.0,629.0,0.0,0.0,0.0,1.1235507826396112e-21,1.0
1003,1678.0,879.0,837.0,687.0,884.0,6.966831929096207e-18,8.311783764534965e-18,1.7456981774719156e-17,1.4029184569608333e-07,0.9999998807907104
1004,837.0,1954.0,681.0,912.0,1714.0,3.4638273547508927e-38,6.142373237066846e-17,5.067268826763893e-09,8.841376519796995e-09,1.0
1005,1047.0,1085.0,1915.0,841.0,1910.0,6.983393724402376e-11,2.0963832980669395e-07,4.205304776405683e-06,8.635047379357275e-06,0.9999869465827942
1006,1903.0,2232.0,1055.0,1852.0,2185.0,9.14933240281357e-10,3.0135307582668247e-09,2.3870079530752264e-06,0.04302515462040901,0.9569724798202515
1007,798.0,792.0,2382.0,1410.0,196.0,0.0,0.0,0.0,1.7644778524169086e-32,1.0
1008,1047.0,217.0,1114.0,221.0,884.0,9.729928206268952e-32,2.7076279309590827e-26,1.589886799990836e-08,0.11716747283935547,0.8828325271606445
1009,1396.0,1894.0,1748.0,109.0,2134.0,7.459722509188309e-29,9.908096667361401e-26,3.507227621869581e-22,0.18904343247413635,0.810956597328186
1010,993.0,196.0,2131.0,843.0,2038.0,6.174121033815144e-41,1.5598726809493362e-35,2.0041125438581665e-31,4.558408858712504e-11,1.0
1011,796.0,797.0,791.0,2382.0,1443.0,0.0,0.0,0.0,0.0,1.0
1012,796.0,797.0,790.0,2382.0,890.0,0.0,0.0,0.0,0.0,1.0
1013,797.0,2382.0,566.0,1884.0,278.0,0.0,0.0,1.401298464324817e-44,1.566476520807105e-39,1.0
1014,1041.0,552.0,1744.0,1135.0,566.0,2.1720126197034665e-43,2.908105510495367e-36,1.6028641483404425e-34,6.874742521958323e-27,1.0
1015,796.0,797.0,791.0,1884.0,278.0,0.0,0.0,0.0,2.921194795579553e-19,1.0
1016,790.0,558.0,1884.0,2362.0,1752.0,0.0,6.925839329628172e-33,7.98859269121694e-22,1.4005033027383873e-12,1.0
